xflr5 v6.61

Plane name :, Plane Name
Polar name :, T1-0.7 m/s-VLM2
Freestream speed :, 0.7 m/s

alpha, Beta, CL, CDi, CDv, CD, CY, Cl, Cm, Cn, Cni, QInf, XCP
   -8.400,     0.000,  -0.591245,   0.016548,   0.017283,   0.033831,   0.000000,  -0.000000,   0.481360,  -0.000000,  -0.000000,    0.7000,    0.4109
   -8.200,     0.000,  -0.577378,   0.015783,   0.016847,   0.032630,   0.000000,  -0.000000,   0.470149,  -0.000000,   0.000000,    0.7000,    0.4108
   -8.000,     0.000,  -0.563495,   0.015035,   0.016467,   0.031502,   0.000000,  -0.000000,   0.458929,  -0.000000,   0.000000,    0.7000,    0.4107
   -7.800,     0.000,  -0.549598,   0.014304,   0.016121,   0.030425,   0.000000,  -0.000000,   0.447694,  -0.000000,   0.000000,    0.7000,    0.4106
   -7.600,     0.000,  -0.535687,   0.013591,   0.015800,   0.029391,   0.000000,  -0.000000,   0.436444,  -0.000000,  -0.000000,    0.7000,    0.4106
   -7.400,     0.000,  -0.521762,   0.012895,   0.015499,   0.028393,   0.000000,  -0.000000,   0.425179,  -0.000000,   0.000000,    0.7000,    0.4105
   -7.200,     0.000,  -0.507823,   0.012216,   0.015211,   0.027428,   0.000000,  -0.000000,   0.413897,  -0.000000,   0.000000,    0.7000,    0.4104
   -7.000,     0.000,  -0.493871,   0.011555,   0.014941,   0.026496,   0.000000,  -0.000000,   0.402599,  -0.000000,   0.000000,    0.7000,    0.4104
   -6.800,     0.000,  -0.479906,   0.010912,   0.014683,   0.025595,   0.000000,  -0.000000,   0.391286,  -0.000000,   0.000000,    0.7000,    0.4103
   -6.600,     0.000,  -0.465929,   0.010287,   0.014442,   0.024728,   0.000000,  -0.000000,   0.379957,  -0.000000,  -0.000000,    0.7000,    0.4102
   -6.400,     0.000,  -0.451939,   0.009679,   0.014213,   0.023893,   0.000000,  -0.000000,   0.368613,  -0.000000,   0.000000,    0.7000,    0.4102
   -6.200,     0.000,  -0.437938,   0.009090,   0.013997,   0.023086,   0.000000,  -0.000000,   0.357254,  -0.000000,   0.000000,    0.7000,    0.4101
   -6.000,     0.000,  -0.423925,   0.008518,   0.013791,   0.022309,   0.000000,  -0.000000,   0.345880,  -0.000000,   0.000000,    0.7000,    0.4101
   -5.800,     0.000,  -0.409902,   0.007964,   0.013595,   0.021559,   0.000000,  -0.000000,   0.334492,  -0.000000,   0.000000,    0.7000,    0.4100
   -5.600,     0.000,  -0.395867,   0.007429,   0.013407,   0.020836,   0.000000,  -0.000000,   0.323090,  -0.000000,   0.000000,    0.7000,    0.4099
   -5.400,     0.000,  -0.381822,   0.006912,   0.013227,   0.020138,   0.000000,  -0.000000,   0.311674,  -0.000000,   0.000000,    0.7000,    0.4099
   -5.200,     0.000,  -0.367768,   0.006413,   0.013052,   0.019465,   0.000000,  -0.000000,   0.300245,  -0.000000,  -0.000000,    0.7000,    0.4098
   -5.000,     0.000,  -0.353703,   0.005932,   0.012878,   0.018810,   0.000000,  -0.000000,   0.288803,  -0.000000,   0.000000,    0.7000,    0.4098
   -4.800,     0.000,  -0.339629,   0.005470,   0.012693,   0.018163,   0.000000,  -0.000000,   0.277348,  -0.000000,   0.000000,    0.7000,    0.4097
   -4.600,     0.000,  -0.325547,   0.005026,   0.012499,   0.017525,   0.000000,  -0.000000,   0.265880,  -0.000000,   0.000000,    0.7000,    0.4097
   -4.400,     0.000,  -0.311456,   0.004601,   0.012295,   0.016896,   0.000000,  -0.000000,   0.254401,  -0.000000,   0.000000,    0.7000,    0.4097
   -4.200,     0.000,  -0.297357,   0.004194,   0.012077,   0.016270,   0.000000,  -0.000000,   0.242910,  -0.000000,   0.000000,    0.7000,    0.4096
   -4.000,     0.000,  -0.283250,   0.003805,   0.011888,   0.015694,   0.000000,  -0.000000,   0.231410,  -0.000000,   0.000000,    0.7000,    0.4096
   -3.800,     0.000,  -0.269135,   0.003436,   0.011742,   0.015178,   0.000000,  -0.000000,   0.219902,  -0.000000,   0.000000,    0.7000,    0.4095
   -3.600,     0.000,  -0.255014,   0.003085,   0.011642,   0.014727,   0.000000,  -0.000000,   0.208387,  -0.000000,   0.000000,    0.7000,    0.4095
   -3.400,     0.000,  -0.240885,   0.002753,   0.011566,   0.014319,   0.000000,  -0.000000,   0.196863,  -0.000000,   0.000000,    0.7000,    0.4095
   -3.200,     0.000,  -0.226751,   0.002439,   0.011502,   0.013942,   0.000000,  -0.000000,   0.185331,  -0.000000,   0.000000,    0.7000,    0.4094
   -3.000,     0.000,  -0.212610,   0.002145,   0.011447,   0.013592,   0.000000,  -0.000000,   0.173790,  -0.000000,   0.000000,    0.7000,    0.4094
   -2.800,     0.000,  -0.198464,   0.001869,   0.011401,   0.013269,   0.000000,  -0.000000,   0.162242,  -0.000000,   0.000000,    0.7000,    0.4094
   -2.600,     0.000,  -0.184313,   0.001612,   0.011361,   0.012973,   0.000000,  -0.000000,   0.150687,  -0.000000,  -0.000000,    0.7000,    0.4094
   -2.400,     0.000,  -0.170157,   0.001374,   0.011327,   0.012701,   0.000000,  -0.000000,   0.139125,  -0.000000,  -0.000000,    0.7000,    0.4093
   -2.200,     0.000,  -0.155996,   0.001155,   0.011298,   0.012453,   0.000000,  -0.000000,   0.127557,  -0.000000,   0.000000,    0.7000,    0.4093
   -2.000,     0.000,  -0.141832,   0.000955,   0.011275,   0.012230,   0.000000,  -0.000000,   0.115983,  -0.000000,   0.000000,    0.7000,    0.4093
   -1.800,     0.000,  -0.127663,   0.000773,   0.011257,   0.012030,   0.000000,  -0.000000,   0.104404,  -0.000000,   0.000000,    0.7000,    0.4093
   -1.600,     0.000,  -0.113492,   0.000611,   0.011242,   0.011854,   0.000000,  -0.000000,   0.092819,  -0.000000,   0.000000,    0.7000,    0.4093
   -1.400,     0.000,  -0.099317,   0.000468,   0.011230,   0.011699,   0.000000,  -0.000000,   0.081231,  -0.000000,  -0.000000,    0.7000,    0.4092
   -1.200,     0.000,  -0.085140,   0.000344,   0.011220,   0.011564,   0.000000,  -0.000000,   0.069638,  -0.000000,   0.000000,    0.7000,    0.4092
   -1.000,     0.000,  -0.070960,   0.000239,   0.011211,   0.011450,   0.000000,  -0.000000,   0.058043,  -0.000000,   0.000000,    0.7000,    0.4092
   -0.800,     0.000,  -0.056779,   0.000153,   0.011204,   0.011357,   0.000000,  -0.000000,   0.046444,  -0.000000,   0.000000,    0.7000,    0.4092
   -0.600,     0.000,  -0.042596,   0.000086,   0.011198,   0.011284,   0.000000,  -0.000000,   0.034844,  -0.000000,   0.000000,    0.7000,    0.4092
   -0.400,     0.000,  -0.028412,   0.000038,   0.011194,   0.011232,   0.000000,  -0.000000,   0.023242,  -0.000000,   0.000000,    0.7000,    0.4092
   -0.200,     0.000,  -0.014227,   0.000010,   0.011193,   0.011202,   0.000000,  -0.000000,   0.011639,  -0.000000,   0.000000,    0.7000,    0.4092
    0.000,     0.000,  -0.000042,   0.000000,   0.011192,   0.011192,   0.000000,  -0.000000,   0.000035,  -0.000000,   0.000000,    0.7000,    0.4169
    0.200,     0.000,   0.014143,   0.000009,   0.011193,   0.011202,   0.000000,   0.000000,  -0.011569,  -0.000000,   0.000000,    0.7000,    0.4092
    0.400,     0.000,   0.028328,   0.000038,   0.011193,   0.011232,   0.000000,   0.000000,  -0.023172,  -0.000000,   0.000000,    0.7000,    0.4092
    0.600,     0.000,   0.042512,   0.000086,   0.011197,   0.011283,   0.000000,   0.000000,  -0.034775,  -0.000000,   0.000000,    0.7000,    0.4092
    0.800,     0.000,   0.056695,   0.000153,   0.011204,   0.011356,   0.000000,   0.000000,  -0.046375,  -0.000000,   0.000000,    0.7000,    0.4092
    1.000,     0.000,   0.070877,   0.000238,   0.011211,   0.011449,   0.000000,   0.000000,  -0.057973,  -0.000000,   0.000000,    0.7000,    0.4092
    1.200,     0.000,   0.085056,   0.000343,   0.011220,   0.011564,   0.000000,   0.000000,  -0.069569,  -0.000000,   0.000000,    0.7000,    0.4092
    1.400,     0.000,   0.099234,   0.000467,   0.011230,   0.011697,   0.000000,   0.000000,  -0.081161,  -0.000000,   0.000000,    0.7000,    0.4092
    1.600,     0.000,   0.113408,   0.000610,   0.011242,   0.011852,   0.000000,   0.000000,  -0.092750,  -0.000000,   0.000000,    0.7000,    0.4092
    1.800,     0.000,   0.127580,   0.000772,   0.011257,   0.012029,   0.000000,   0.000000,  -0.104334,  -0.000000,   0.000000,    0.7000,    0.4093
    2.000,     0.000,   0.141748,   0.000953,   0.011275,   0.012228,   0.000000,   0.000000,  -0.115914,  -0.000000,   0.000000,    0.7000,    0.4093
    2.200,     0.000,   0.155913,   0.001153,   0.011298,   0.012451,   0.000000,   0.000000,  -0.127488,  -0.000000,   0.000000,    0.7000,    0.4093
    2.400,     0.000,   0.170074,   0.001372,   0.011326,   0.012699,   0.000000,   0.000000,  -0.139056,  -0.000000,   0.000000,    0.7000,    0.4093
    2.600,     0.000,   0.184230,   0.001610,   0.011360,   0.012971,   0.000000,   0.000000,  -0.150618,  -0.000000,  -0.000000,    0.7000,    0.4093
    2.800,     0.000,   0.198381,   0.001867,   0.011400,   0.013267,   0.000000,   0.000000,  -0.162173,  -0.000000,   0.000000,    0.7000,    0.4094
    3.000,     0.000,   0.212527,   0.002143,   0.011447,   0.013590,   0.000000,   0.000000,  -0.173721,  -0.000000,  -0.000000,    0.7000,    0.4094
    3.200,     0.000,   0.226668,   0.002437,   0.011502,   0.013939,   0.000000,   0.000000,  -0.185262,  -0.000000,   0.000000,    0.7000,    0.4094
    3.400,     0.000,   0.240802,   0.002751,   0.011566,   0.014317,   0.000000,   0.000000,  -0.196794,  -0.000000,   0.000000,    0.7000,    0.4095
    3.600,     0.000,   0.254930,   0.003083,   0.011641,   0.014724,   0.000000,   0.000000,  -0.208318,  -0.000000,   0.000000,    0.7000,    0.4095
    3.800,     0.000,   0.269052,   0.003434,   0.011742,   0.015176,   0.000000,   0.000000,  -0.219833,  -0.000000,   0.000000,    0.7000,    0.4095
    4.000,     0.000,   0.283166,   0.003803,   0.011891,   0.015694,   0.000000,   0.000000,  -0.231341,  -0.000000,  -0.000000,    0.7000,    0.4096
    4.200,     0.000,   0.297273,   0.004191,   0.012092,   0.016283,   0.000000,   0.000000,  -0.242842,  -0.000000,  -0.000000,    0.7000,    0.4096
    4.400,     0.000,   0.311373,   0.004598,   0.012310,   0.016908,   0.000000,   0.000000,  -0.254332,  -0.000000,   0.000000,    0.7000,    0.4097
    4.600,     0.000,   0.325464,   0.005023,   0.012510,   0.017533,   0.000000,   0.000000,  -0.265812,  -0.000000,  -0.000000,    0.7000,    0.4097
    4.800,     0.000,   0.339547,   0.005467,   0.012697,   0.018164,   0.000000,   0.000000,  -0.277279,  -0.000000,   0.000000,    0.7000,    0.4097
    5.000,     0.000,   0.353620,   0.005929,   0.012880,   0.018809,   0.000000,   0.000000,  -0.288734,  -0.000000,   0.000000,    0.7000,    0.4098
    5.200,     0.000,   0.367685,   0.006410,   0.013053,   0.019463,   0.000000,   0.000000,  -0.300176,  -0.000000,  -0.000000,    0.7000,    0.4098
    5.400,     0.000,   0.381740,   0.006909,   0.013227,   0.020136,   0.000000,   0.000000,  -0.311606,  -0.000000,   0.000000,    0.7000,    0.4099
    5.600,     0.000,   0.395784,   0.007426,   0.013407,   0.020833,   0.000000,   0.000000,  -0.323022,  -0.000000,   0.000000,    0.7000,    0.4099
    5.800,     0.000,   0.409819,   0.007961,   0.013595,   0.021556,   0.000000,   0.000000,  -0.334424,  -0.000000,   0.000000,    0.7000,    0.4100
    6.000,     0.000,   0.423843,   0.008515,   0.013791,   0.022305,   0.000000,   0.000000,  -0.345812,  -0.000000,   0.000000,    0.7000,    0.4101
    6.200,     0.000,   0.437856,   0.009086,   0.013996,   0.023083,   0.000000,   0.000000,  -0.357186,  -0.000000,   0.000000,    0.7000,    0.4101
    6.400,     0.000,   0.451857,   0.009676,   0.014213,   0.023889,   0.000000,   0.000000,  -0.368545,  -0.000000,  -0.000000,    0.7000,    0.4102
    6.600,     0.000,   0.465846,   0.010283,   0.014442,   0.024725,   0.000000,   0.000000,  -0.379889,  -0.000000,   0.000000,    0.7000,    0.4102
    6.800,     0.000,   0.479824,   0.010908,   0.014683,   0.025592,   0.000000,   0.000000,  -0.391218,  -0.000000,   0.000000,    0.7000,    0.4103
    7.000,     0.000,   0.493789,   0.011551,   0.014940,   0.026492,   0.000000,   0.000000,  -0.402531,  -0.000000,   0.000000,    0.7000,    0.4104
    7.200,     0.000,   0.507741,   0.012212,   0.015211,   0.027423,   0.000000,   0.000000,  -0.413829,  -0.000000,   0.000000,    0.7000,    0.4104
    7.400,     0.000,   0.521680,   0.012891,   0.015498,   0.028389,   0.000000,   0.000000,  -0.425111,  -0.000000,   0.000000,    0.7000,    0.4105
    7.600,     0.000,   0.535605,   0.013586,   0.015800,   0.029386,   0.000000,   0.000000,  -0.436376,  -0.000000,   0.000000,    0.7000,    0.4106
    7.800,     0.000,   0.549516,   0.014300,   0.016120,   0.030420,   0.000000,   0.000000,  -0.447626,  -0.000000,  -0.000000,    0.7000,    0.4106
    8.000,     0.000,   0.563413,   0.015030,   0.016466,   0.031496,   0.000000,   0.000000,  -0.458861,  -0.000000,   0.000000,    0.7000,    0.4107
    8.200,     0.000,   0.577296,   0.015778,   0.016845,   0.032624,   0.000000,   0.000000,  -0.470081,  -0.000000,   0.000000,    0.7000,    0.4108
    8.400,     0.000,   0.591163,   0.016543,   0.017281,   0.033825,   0.000000,   0.000000,  -0.481292,  -0.000000,   0.000000,    0.7000,    0.4109


